"zpUaS","efdml","vNqhQ","llwez","CVFLD","DwRsZ","gUGeA","jdTsK","CvVUB","vBztq","NvwZr","bGZSr","capGG","irUbB","AlueB","SSAtf","fnPwi","pHZXE","qzjdp","NDapo","GkCZP","wMcue","NkQeJ","uAkMU","Gpgqk","tGwHt","LEoAr","tFErF","lRGmA","iaDHy","ScDgC","IfPOJ","lvKEs","PwEPl","UUZzB","vHeBx","AoZbU"
"B","F","D","C","B","B",NA,"E","B","B","E","C","E","B","C","C","B","B","A",NA,"B","F","A","B","A","A","A",NA,"B","D","A",NA,"E","D","C","B","B"
NA,"A","D","C","B","B","C","A",NA,"A","C","B","E","B",NA,"C","B",NA,"A",NA,NA,"D","A",NA,"A","A","B",NA,"D",NA,"B","C",NA,"A","C","A","B"
"A","F","D","A","B","C","C","A",NA,"B","A","C","C","B",NA,"B","C","A","A","B","B","F","B","D",NA,"A","A",NA,"D","E","A","A","D","B","C","F","B"
"B","E","D","C","C","B","D","C",NA,"A","E","C","B","B","A",NA,"A","B","A",NA,"B","B","A","D","D","A","A",NA,"D","F","A",NA,NA,"C","A","B","B"
"A","F","D","C","B","B",NA,"C","A","B","C","B","E","A","C","B","B","B","A","B","D","F","A","A",NA,NA,"A",NA,"C",NA,"B","B","A","E","C","C","B"
"B","F","D","C","C","C","A","D","D","A",NA,"A","F","B",NA,"C","A","A",NA,"C","B","A","A",NA,"A",NA,"B",NA,"C","B","B","E","E","E","B","D","A"
NA,"F","C","B","C","A",NA,"D","B","C",NA,"A","C","B","A",NA,"A",NA,NA,"E","B","E","A","D","C","B","A","A","B","B","B","B","A","A","A","B","A"
NA,"E","D","B","C","C","D","E","B","A","E","B","A","B",NA,NA,"A","B","B",NA,"D","D","A","D","C",NA,"A",NA,"B","D","B",NA,"B","A","B","D","A"
"A","F","D","C","C","A","D","A","D","B","C","C","E","B",NA,"C","B","B","B","C","A","B","A",NA,"A","A","A","B","A","F","B","B","E","D","B","E","B"
NA,"F","D","A","B","A","D","D","D","B","B","C","F","B","A","B","A","B","A",NA,"D","D","A","D","D","B","A",NA,"C",NA,"A","B",NA,"E","B","B","A"
NA,"F","D","C","C","A","E","E","A","A","E","C","E","A","A","C","C",NA,"B",NA,NA,"D","A","D","A","A","B",NA,"B","F","B","B","B","A","B","F","B"
"B","E","E","C","C","B","C","E","A","C","A","B","A","B",NA,"A","B","A","A","E","B","B","A","B","A","A","A","E","C","C","A","B",NA,"C","B","C","B"
NA,"F","D","A","B","C","A","B","B","C","A","B","C","B",NA,"B","A",NA,"A","D",NA,"B","A",NA,NA,"B","B",NA,"A","E","B",NA,"E","F","B","E","A"
"B","F","D","C","B","C","E","A",NA,"C","D","A","A","B","A","B","A","B",NA,"C","D","E","A","B",NA,NA,"A",NA,"D",NA,"B","E","A","A","A","A","B"
NA,"C","D","C","B","C","D","C","A","A","E","C","B","B","B","C","A",NA,"A",NA,"B","D","A","D","C",NA,"A","E","C","B","A",NA,"E","F","B","F","A"
"A","D","D","A","A","B","D","B","C","B","D","A","D","B","A","B","A","B","A",NA,NA,"F","A","C",NA,"A","B","E","B","D","B","B","B","F","C","C","B"
"B","F","E","B","B","A",NA,"D",NA,"B",NA,"A",NA,"B","B","C","A","B","A",NA,"D","F","A","D","D","A","A","B","D","E","A","B","E","D","C","A","A"
"A","A","E","C","A","C",NA,"C","D","C",NA,"C","B","B","B","C","C",NA,NA,NA,NA,"C","A",NA,"A","A","B","E","B","F","A",NA,NA,"F","C","B","B"
"A","A","E","A","C","C","C","A","A","B","E","B","F","B","A","C","B","A","A",NA,"B","B","A","C","C","A","A","E","B","D","B","C","E","D","B","F","B"
NA,"A","D","B","C","A","D","C","B","B",NA,"A","A","B",NA,"C","A","A",NA,NA,"B","A","A",NA,"C","A","B",NA,"C","D","A",NA,"D","B","B","A","A"
NA,"A","B","C","B","A","A","C","D","A","F","C","B","B",NA,NA,"A",NA,"A",NA,"A","D","A",NA,"C","A","A","E","C","B","B",NA,"D","E","A","B","B"
NA,"F","D","A","B","C","C","D","A","B","E","A","E","B","B","C","B","B",NA,NA,NA,"C","A",NA,"B",NA,"B",NA,"A",NA,"A","B",NA,"A","C","A","B"
"A","A","D","B","A","B","C","E",NA,"C","F","B","E","B",NA,"B","B","B",NA,NA,"B","B","A","C","B","B","A","B","A",NA,"A",NA,NA,"C","C","A","B"
"A","E","E","B","B","B","A","D",NA,"C","A","A","A","B","A","C","C","A",NA,NA,"D","C","A","D","C","B","A","A","D","D","A","B",NA,"B","B","A","A"
NA,"F","E","A","A","A",NA,"B","B","B","D","C","E","B",NA,"C","B","A","A",NA,"B","F","A","D",NA,"A","A","B","B","D","A","E",NA,"A","B","F","B"
"B","A","D","A","B","B","C","E","B","B","D","A","E","B",NA,"B","A","B","A",NA,NA,"B","A",NA,"A","A","B",NA,"C","D","B","B","A","C","A","C","B"
"C","F","D","C","C","C","D","C",NA,"B","E","B","B","B",NA,"C","A","A","A","E","B","C","A","A","C",NA,"A",NA,"D","E","A","C",NA,"D","B","A","A"
NA,"A","D","C","C","C","A","B","A","A","D","C",NA,"B",NA,"B","C","B","A",NA,NA,"E","A",NA,"A","A","B",NA,"B","F","B","D",NA,"C","C","D","A"
"B","F","E","B","B","C",NA,"E","B","B",NA,"A","A","B","B","B","B","A",NA,NA,NA,"E","A",NA,NA,NA,"B","E","A",NA,"A","E","B","F","A","A","A"
"B","F","D","B","B","C","E","A",NA,"B","B","C",NA,"B",NA,"B","B",NA,"A","B","B","A","A","D","C","A","A",NA,"B","D","A","C",NA,"D","C","F","B"
NA,"F","B","A","A","A","D","D","F","A","A","A","F","B",NA,NA,"C",NA,"A",NA,"D","D","A","D","D","B","A","A","A",NA,"B","B","B","C","C","B","B"
NA,"A","B","A","B","C","C","A",NA,"A",NA,"A",NA,"B",NA,"B","B","A",NA,NA,NA,"C","A",NA,NA,NA,"B","B","B","F","A","B",NA,"B","C","A","B"
NA,"A","E","A","C","B",NA,"B","B","A",NA,"A","C","A","A",NA,"A","A","A","E","E","D","A","D","C","A","A",NA,"A","E","B","E","A","F","B","B","B"
"B","F","D","A","C","C","C","D","D","A","B","C",NA,"B","A","B","A","B","B",NA,NA,"B","A","D",NA,NA,"B",NA,"A","F","B","A","B","D","B","B","B"
"B","E","B","B","C","C",NA,"D","D","B","E","C","C","B","A","C","B","B","B","C","B","E","A","D",NA,"A","A","E","A",NA,"B","E","B","F","A","E","B"
"B","F","D","C","B","B","D","D","F","A",NA,"A","C","B",NA,"B","B","A","B",NA,"B","B","A",NA,"A","A","B",NA,"C","B","A",NA,"E","A","B","A","B"
"B","A","E","B","C","B",NA,"E",NA,"A",NA,"A",NA,"B","A",NA,"B",NA,NA,NA,NA,"D","A","D","C","A","B","E","D",NA,"A","E",NA,"A","A","A","A"
NA,"F","D","C","C","A",NA,"D",NA,"A",NA,"A",NA,"B",NA,"B","B","B",NA,NA,"A","D","A","D","A","A","A",NA,"D",NA,"A","E","A","F","C","A","A"
"A","D","D","C","C","B","C","C","B","C","F","B",NA,"B","A","C","B","B","A",NA,"B","B","A",NA,"C","A","B",NA,"A",NA,"B","A","E","F","A","C","A"
NA,"F","D","C","B","B","A","C",NA,"A","B","B","E","B","A","C","A",NA,"B","C","D","D","A","B","A","A","A",NA,"D","E","B","B","E","D","A","C","B"
"B","F","D","B","B","A",NA,"A","D","A","D","B",NA,"B",NA,"B","B","A","A",NA,"B","B","A","D","A","B","A",NA,"B","B","A",NA,"B","F","C","A","B"
NA,"F","D","A","B","B","D","C","A","A","E","B",NA,"B",NA,NA,"A","B","A",NA,NA,"D","A",NA,NA,"A","B","F","B","D","B","D","B","D","B","C","A"
NA,"F","D","A","A","A","A","D","C","B","B","C",NA,"B","A",NA,"B",NA,"A",NA,NA,"D","A",NA,NA,"A","B",NA,"C",NA,"A","E",NA,"E","B","A","B"
"C","C","D","A","B","A","D","D",NA,"A","A","A","A","B",NA,"B","A","B","A",NA,NA,"A","A",NA,NA,"A","B","B","B","D","A",NA,NA,"F","B","B","B"
"C","F","D","B","C","B",NA,"D",NA,"A",NA,"B","E","B",NA,"B","A","B","B",NA,"B","F","A","D","B","A","B","E","D","D","B","E","D","E","C","B","B"
"B","F","D","A","C","C","C","D","D","C",NA,"A","F","B","B","B","A","A",NA,NA,"B","E","A","D","D",NA,"A",NA,"B","D","A","A",NA,"B","C","A","B"
"B","F","D","B","B","B","A","A","B","C",NA,"C",NA,"B",NA,"B","A",NA,"B",NA,"B","C","A",NA,"B","B","B",NA,"C","C","B","B","B","F","C","C","B"
NA,"A","B","A","B","C",NA,"A","A","A",NA,"A","C","B",NA,"C","C","A",NA,NA,NA,"A","A","D",NA,NA,"A","E","C","F","A",NA,NA,"B","B","A","A"
"B","C","D","B","B","B","B","A","A","C","C","B","F","A",NA,"A","A",NA,NA,NA,"B","E","A","D",NA,"A","A",NA,"A","E","A",NA,"E","A","B","C","A"
NA,"A","D","A","B","C","C","A","B","C","B","C","A","B","A","B","A",NA,"A",NA,"B","D","A","D",NA,"A","A",NA,"A","D","A",NA,NA,"B","B","A","B"
"B","F","D","C","C","C","D","E","B","C","A","C","C","B",NA,NA,"B","B","A","E",NA,"C","A","B","A","A","B","B","C","F","B","B","E","E","B","C","B"
"A","F","D","A","B","C","C","C","B","A","D","A","A","B",NA,"A","B","A",NA,"E","D","E","A","A",NA,NA,"A",NA,"C","C","A",NA,"B","C","B","D","B"
NA,"F","E","C","C","B","E","A",NA,"A",NA,"A","A","B",NA,"C","B",NA,NA,NA,NA,"D","A","D","A","A","B","B","D",NA,"A",NA,NA,"E","C","F","B"
"A","C","D","A","C","B","E","C","A","C","A","C","C","B","A","A","C","A","A","C","E","A","A","D",NA,"A","A",NA,"B","D","B","B","B","A","A","C","A"
NA,"F","E","C","B","A",NA,"E","B","B","D","A","C","A","A","C","A","A","B","C","D","D","A",NA,"A","B","A","A","B",NA,"A","C",NA,"F","C","A","A"
"B","F","B","B","C","C","C","A",NA,"C","F","C",NA,"A","A","C","B","A","A","B","B","A","A","D","C","A","B","F","A","C","A","C",NA,"C","C","A","B"
NA,"F","D","A","B","B",NA,"A","A","B","D","B",NA,"B",NA,NA,"C","B",NA,"C","B","F","A",NA,"C","A","B",NA,"C",NA,"B","B","D","C","B","D","B"
"A","C","E","C","B","A",NA,"A","A","A","D","C","C","B",NA,"C","A","A",NA,"B","D","C","A","D","C","A","A","E","B","E","B","B","D","F","B","E","B"
"C","F","D","B","B","C","E","C","A","B","D","B",NA,"B","A","C","C","B","A",NA,NA,"A","A",NA,"C","A","B",NA,"C","D","B","B","B","B","A","C","B"
NA,"A","D","C","B","C","D","A","A","A","C","A",NA,"B","A","B","C","B",NA,NA,"B","F","A",NA,"A","A","B",NA,"C","C","A",NA,NA,"F","B","A","A"
"C","D","E","C","B","B",NA,"E","A","A","D","B","A","A","A","C","B","B","A","E","C","A","A","C",NA,"B","A","E","B","F","B","E","B","F","B","E","B"
"B","F","D","B","B","B","C","C","B","B","E","C","E","B",NA,"C","C","B","A",NA,NA,"F","A",NA,"C","B","B","B","D","E","B",NA,"D","B","B","E","B"
"B","A","D","B","B","B","C","E","B","A","D","C",NA,"B","A","C","A","A","A",NA,"B","A","B","D","A","B","A",NA,"B",NA,"A","A","E","D","C","A","B"
"C","A","B","C","C","A",NA,"A","A","C","E","C","F","B","B","B","A","B","A","E","B","F","A","D","D","B","A","F","A","E","A",NA,"E","F","C","F","A"
"B","F","E","C","C","B","E","C",NA,"C","A","B","B","B","A","C","B","A",NA,"E","B","E","A","D","D","A","A","B","D","D","B","D","E","D","A","E","A"
"A","F","B","A","A","B","C","C","B","C",NA,"C",NA,"B",NA,"C","B","A","B",NA,NA,"B","A","C","C","A","B",NA,"C",NA,"B","B","E","E","C","D","A"
NA,"C","D","A","A","B","D","A","D","B","D","C","C","B",NA,NA,"A",NA,"A",NA,NA,"D","A",NA,NA,NA,"B",NA,"A","E","B",NA,NA,"B","B","C","B"
"B","A","D","A","C","B","C","E",NA,"B","D","C",NA,"A","A",NA,"A",NA,"B","E",NA,"F","A",NA,"C","B","B","C","D","D","A","B","A","B","A","F","B"
"B","F","E","B","C","B",NA,"D",NA,"B","D","C",NA,"B",NA,"B","B","A","A","C",NA,"E","A",NA,"C","B","B","A","D",NA,"B","C","D","A","B","E","B"
"B","F","D","A","B","C","C","D",NA,"A","F","A",NA,"B","A",NA,"B","A",NA,NA,NA,"D","A","D",NA,"A","B","F","D",NA,"A",NA,NA,"A","C","A","B"
"B","F","D","B","C","B","C","A","D","B","F","C","E","B","A",NA,"C","A",NA,NA,"B","A","A","D","A","B","A",NA,"D","E","B","C",NA,"A","A","C","B"
"B","F","D","A","C","C","D","E",NA,"B",NA,"A",NA,"B",NA,"B","A",NA,NA,"B",NA,"E","A","D","A",NA,"B",NA,"D",NA,"A","D",NA,"B","B","B","B"
"C","F","D","C","C","C",NA,"C",NA,"A","E","A",NA,"B","B","C","C","B",NA,"B","D","A","A","D","A",NA,"B",NA,"D",NA,"B",NA,"B","B","A","E","B"
NA,"A","D","B","B","C","C","A","D","B","D","C","E","B",NA,"B","C",NA,"A","B","B","D","A","A","C","A","A","E","D","B","A",NA,NA,"D","B","B","B"
"C","D","D","C","C","C","D","E","D","A","C","C",NA,"B",NA,"C","A","A","A","E",NA,"B","A",NA,"C","A","B","B","C","C","A",NA,"B","A","B","A","B"
"C","F","D","A","C","B","C","E",NA,"A","E","C",NA,"B",NA,"B","B","A","A","E",NA,"C","A",NA,"C","A","B",NA,"D","E","B","B","B","A","A","C","A"
"A","F","D","B","C","C",NA,"D","D","A",NA,"A","A","B",NA,"B","A","B","A",NA,"D","F","A","C","C",NA,"A",NA,"A","D","B",NA,"B","F","B","B","A"
"B","F","D","B","B","B",NA,"D","A","A",NA,"B",NA,"B",NA,"B","C","A","A",NA,NA,"A","A",NA,NA,"A","B","B","D","E","B",NA,"B","F","B","B","B"
"C","F","B","B","B","C","E","C","B","A","A","B","C","B",NA,"B","C","B","A","C","D","F","A","A","C",NA,"A","B","B","D","A",NA,"E","B","A","E","A"
"B","A","D","B","C","C","C","A","B","C",NA,"C",NA,"B",NA,"B","C","A","B",NA,"B","C","B",NA,"D",NA,"B","E","D",NA,"B","C","A","B","A","E","A"
NA,"C","E","C","B","C","D","D","D","A","E","C",NA,"A","A","B","B","A",NA,"C",NA,"C","A",NA,"D",NA,"B","F","B",NA,"A",NA,NA,"B","B","A","A"
"C","A","D","C","B","B","C","C","D","A","B","C","A","B",NA,"B","A","B","A","B","D","F","A","D","B","A","A","B","B","B","A",NA,NA,"D","C","C","A"
"C","A","D","B","A","C","E","A","D","A","D","C","B","B","B","B","C",NA,"A",NA,"B","D","A","A","B",NA,"A",NA,"C","C","A",NA,"E","B","A","C","A"
"A","C","E","C","C","B","E","A","D","C","C","C",NA,"B",NA,"C","C","A","A",NA,"B","B","A",NA,"C","A","B",NA,"B","F","A","B","D","E","C","D","B"
"C","C","E","A","A","C","E","D","B","A","A","C",NA,"A","A","B","A","B","A","C",NA,"A","A",NA,NA,NA,"B","E","B","E","A",NA,NA,"B","A","A","B"
"B","F","D","C","C","A","C","E","A","A",NA,"A","E","B",NA,NA,"C","A","A","A","D","D","A","D",NA,"A","A",NA,"D","E","A",NA,NA,"D","C","B","A"
NA,"A","D","A","C","B",NA,"E",NA,"A",NA,"A","C","B","A",NA,"C","B",NA,"C","B","D","A",NA,"C",NA,"A","E","B","B","A","C","D","B","B","F","B"
"A","F","D","B","C","B","A","E","A","C","B","B",NA,"B",NA,"B","A","A","A",NA,NA,"E","A",NA,"C","B","B",NA,"A","B","B","B","B","E","A","C","A"
"A","A","E","A","B","C","E","E","B","A","D","C",NA,"B",NA,"B","A","A","A",NA,NA,"B","A","D","C",NA,"B","B","C","C","B","D","E","A","A","C","A"
NA,"F","D","C","B","C","A","C",NA,"B","B","C",NA,"B",NA,"C","B","B","B",NA,"B","F","A",NA,"A",NA,"B",NA,"D","D","B","D","E","F","A","D","B"
NA,"C","D","B","C","C","E","D","B","C","D","C",NA,"B","B","B","A","A",NA,NA,NA,"E","A",NA,"C",NA,"B","E","C","C","A",NA,NA,"A","C","B","B"
"B","C","E","B","C","B",NA,"D","A","A","B","C","C","B",NA,NA,"C",NA,NA,NA,"B","D","A","D","A","A","A","E","C","D","A",NA,NA,"F","B","A","A"
"A","F","D","C","C","A","C","A","D","C","E","B",NA,"B",NA,"C","C","A","A","E","D","B","A","B","A",NA,"B","F","A","E","B",NA,NA,"A","B","C","A"
"C","A","E","B","B","C","A","E","A","A",NA,"A","F","B",NA,"B","C","A",NA,"E","B","C","B","C","D","A","A","F","C","C","B","A","B","A","C","A","B"
"A","A","D","B","C","C","B","A","B","B","F","C","A","B",NA,"B","C","B","B","E","B","F","A","D","C",NA,"A","B","C","D","B","C","E","B","B","D","B"
"C","F","D","B","B","B","B","E","A","C","D","B","A","B","A","C","A","B","A",NA,"B","A","A","B",NA,"A","A",NA,"C","C","A",NA,"D","E","A","B","B"
NA,"F","D","B","B","C","C","B","A","C","D","C","C","A","A","C","B","B","A","E","B","C","A","D","C","A","A","B","C",NA,"A","E",NA,"E","B","B","A"
"B","A","B","B","A","A","E","C","A","A","E","B","A","B",NA,"B","B","A","B","E","B","A","A",NA,"C","A","B","E","D",NA,"B","B","B","E","B","C","B"
"B","F","D","C","B","A","C","D","A","C",NA,"A",NA,"B",NA,"B","B",NA,"A","C","B","B","A",NA,"A","A","B","E","A","F","B","D","E","C","B","C","A"
"B","A","D","B","C","B","E","E","C","A","A","B","F","B","A","B","C","A","A",NA,"B","B","A","D",NA,"A","A","F","B","F","B","A","E","F","A","E","B"
"A","D","D","B","B","B","C","E",NA,"B","D","C",NA,"B","A","B","C",NA,"B",NA,"B","F","A",NA,"D","A","B","B","D","E","A","A","E","E","C","F","A"
"B","A","D","A","C","B","E","A","D","B",NA,"A","E","A","A","C","C",NA,NA,NA,"B","F","A",NA,"C","A","B","B","D","E","A",NA,"A","B","C","C","B"
"C","A","D","B","C","A","C","C","A","A","A","C",NA,"A","A","B","B",NA,"A","E","D","F","A",NA,NA,"A","B",NA,"B","B","A",NA,"D","D","C","A","B"
"A","A","D","B","B","C","E","B",NA,"B","D","C","A","B",NA,"B","C","A","A","D","D","A","A",NA,"C",NA,"A",NA,"D","E","A",NA,"B","D","B","A","B"
"A","D","D","B","B","B","D","C",NA,"C",NA,"A","A","A",NA,"B","B","B",NA,"C",NA,"F","A",NA,"A","A","B",NA,"D",NA,"A","C","E","A","B","B","B"
"A","F","D","B","C","A","C","D","A","B","B","B","A","B","A","B","C","A","B",NA,NA,"B","A","C","C",NA,"B",NA,"B","B","B","B","E","B","B","D","B"
"B","A","B","A","C","C",NA,"C","D","C","B","C","E","B",NA,NA,"B","B",NA,NA,"B","E","A","B","A",NA,"A","E","B",NA,"A",NA,NA,"D","C","E","B"
"A","C","E","C","B","C","D","D","A","B",NA,"C","C","B",NA,"C","A","A","B","B",NA,"C","A",NA,"C",NA,"B","F","A","E","B",NA,"E","C","C","C","B"
"A","F","D","A","B","B",NA,"B","A","C","A","A","A","B","B",NA,"A",NA,"A","E","B","F","A",NA,NA,"A","B","B","D","E","A",NA,NA,"F","A","B","A"
"A","F","E","A","B","C","B","A","B","A","E","C","E","B","A","C","A","B","A","C",NA,"C","A",NA,NA,NA,"B","E","D","E","A","B","A","D","C","A","A"
"B","C","D","B","C","B","C","C","B","A","A","B",NA,"B",NA,"C","C","A","A",NA,NA,"D","A",NA,"C","B","B",NA,"B","B","B","D","E","A","B","C","A"
"C","C","D","B","A","A","C","D","B","C","D","C","C","B",NA,NA,"C","B","B","C","B","B","A","C","A","A","A",NA,"B","E","B","E",NA,"A","A","B","A"
NA,"F","E","A","C","B",NA,"E","D","B","E","A","F","B","A","C","B","A",NA,NA,"B","D","A","D",NA,"A","A","E","A",NA,"A",NA,NA,"F","B","C","A"
"A","F","D","C","C","A","C","D",NA,"C","A","A","F","B",NA,"C","C","B","A","B","E","C","A","D","A","A","B",NA,"B","B","B",NA,"A","C","B","E","B"
"B","A","E","A","C","B","D","E","B","A","E","A",NA,"B","A","C","B","B","A",NA,NA,"A","A","D",NA,"A","B",NA,"A","C","B",NA,"D","B","B","B","B"
"B","A","D","A","B","A","D","A",NA,"C","E","A",NA,"B",NA,"C","C","B",NA,"C","B","B","A","D",NA,NA,"B",NA,"D","E","A","E",NA,"B","B","C","B"
"B","A","D","C","C","C","C","C",NA,"B","B","B","C","B",NA,NA,"B","B","A",NA,"B","E","A","D",NA,"B","A","A","D","E","A","C",NA,"A","B","C","B"
"B","A","E","B","A","C","E","A",NA,"A","A","C","A","B",NA,"C","C","B","A",NA,"B","F","A",NA,"C",NA,"B","E","D","E","A",NA,NA,"A","A","F","B"
NA,"F","E","A","C","A","E","C","D","C","E","A","E","B","A",NA,"B","A",NA,NA,"B","D","A","B",NA,"A","A","F","A","F","B","B","E","D","B","C","B"
"B","C","D","C","B","C",NA,"D","A","A","A","C","C","B",NA,"C","A","B","A","C",NA,"C","A",NA,"C",NA,"B","B","D",NA,"B","E","E","D","B","C","B"
"C","A","D","C","C","B",NA,"A","D","B",NA,"A","C","A","A",NA,"C",NA,"A","C",NA,"D","B",NA,"B","A","B",NA,"B","B","A",NA,"E","F","B","B","A"
"B","F","D","B","B","A","C","E",NA,"B","B","B",NA,"B",NA,NA,"A","A","A",NA,"B","A","A","D","C","A","A",NA,"B","D","B","C","A","B","B","B","B"
"B","F","B","A","C","B","D","B","A","C",NA,"A","F","B",NA,NA,"C","B",NA,"C","B","E","A","A",NA,"A","A","B","C","C","A","B",NA,"D","B","A","B"
"B","C","B","A","C","A","E","A","A","A","A","C","A","B","A","B","A",NA,"B",NA,NA,"D","A","D",NA,"A","A",NA,"D","E","B","B","D","E","A","C","B"
NA,"C","D","A","B","A","A","E","A","A","B","A","E","B",NA,NA,"C","A",NA,NA,"B","C","A","D",NA,"A","A","F","B","D","A","B","E","B","B","A","B"
NA,"F","B","B","C","C","E","A","A","B","B","C","A","B",NA,NA,"C","A","A",NA,"B","D","A","D","C",NA,"A","E","B","F","A","B",NA,"F","B","F","B"
"A","A","D","A","B","A","D","E","B","C","A","B",NA,"B","A","B","C","B","A",NA,"D","F","A","D",NA,"A","A",NA,"B","B","B","B","E","A","B","A","A"
"B","E","B","C","C","C","E","B","B","C","D","A","A","B","B","B","C","B",NA,NA,"D","E","A","D","D",NA,"A","F","B","D","B","E","B","A","C","D","A"
NA,"E","D","B","B","A","E","D",NA,"A","D","C","E","A","A","B","C","A","A","C","D","D","A","A","C","A","A",NA,"D","D","A",NA,NA,"A","C","F","A"
"B","A","D","C","C","C","E","E","B","A",NA,"A","C","B","A","C","C","B","A","C","A","B","A","D","A",NA,"A","B","A","E","A",NA,NA,"E","A","B","B"
"A","F","D","A","C","B","E","B",NA,"A","D","B","F","B","B","B","C","B","A","C","B","B","A","C","D","A","A",NA,"D","D","B","B","C","D","C","B","B"
"B","F","D","C","C","B","E","D","B","C","D","A","E","B",NA,"B","B","B","A",NA,"B","B","A","A","A","A","A",NA,"B",NA,"A","B","D","F","A","A","B"
"B","F","D","A","C","B","D","D",NA,"C","A","C","E","A","A","A","A","B","A","C",NA,"F","A",NA,NA,"A","B",NA,"D","D","B","E","E","F","B","C","B"
"C","A","D","A","B","A","B","C","B","A",NA,"A","C","B",NA,"C","C","A",NA,NA,NA,"B","A","C",NA,"B","A",NA,"A","F","B","B","E","E","B","D","A"
"A","F","D","B","C","C","A","E","D","C","D","A","E","B","B",NA,"A",NA,"A","E",NA,"D","A",NA,"C","A","B",NA,"A","B","B",NA,"E","E","B","C","B"
NA,"F","D","B","C","C",NA,"D",NA,"A","D","A",NA,"B","A",NA,"A","A",NA,"C","B","D","A",NA,"C",NA,"B",NA,"D",NA,"B","B","D","F","C","B","A"
"B","D","E","C","C","C","A","E","B","B","C","C","A","B","B","B","A","B","A",NA,"B","F","A","D","C","A","A","B","A","E","A",NA,"E","B","A","C","B"
"A","F","C","B","B","C","C","C","F","B","D","C","E","A","A","C","B","B","A","E","E","A","A",NA,"C","B","A",NA,"D","F","A",NA,"E","B","A","C","B"
"B","F","D","A","B","A","D","C","A","B",NA,"A","C","B","B","B","A","B",NA,NA,"E","F","A","D","C","A","A",NA,"D","E","B","B","B","D","B","C","A"
"B","F","D","C","A","A",NA,"D","D","A","D","C","C","B",NA,"B","C",NA,"A",NA,"D","D","A","B",NA,"A","A",NA,"D","E","B","C","E","F","B","B","A"
"B","A","E","A","C","B",NA,"A",NA,"A","D","C",NA,"B",NA,"B","B","A","A",NA,"D","A","A","A",NA,"A","B","E","D",NA,"A",NA,"B","D","C","A","A"
NA,"F","D","B","C","C","C","E","A","A",NA,"A","D","B","B","C","B","A",NA,"C","B","D","A","B","C",NA,"A",NA,"B",NA,"A","B","E","F","B","C","A"
"B","E","B","A","B","C","C","C",NA,"C","F","C","F","B","A","A","B","B","B",NA,"B","C","A",NA,NA,"A","A","B","D","E","A","C",NA,"E","A","F","B"
"B","A","D","C","B","C","C","E",NA,"A","B","C","C","A","A","B","B","A","B","E",NA,"B","A","D","A",NA,"A",NA,"D",NA,"B","E","E","B","A","F","A"
"C","F","D","B","C","C","C","D","A","C","C","B","A","B","A","B","C","B","A",NA,"B","F","A","C","C","A","A",NA,"D","D","A","D",NA,"E","C","B","B"
NA,"A","D","C","B","B","A","E","A","A",NA,"A","C","B",NA,NA,"C","B","A",NA,"B","E","A",NA,"A","A","B",NA,"D","E","A",NA,"E","A","A","D","B"
NA,"F","D","C","C","B",NA,"D","C","B",NA,"A","A","B","B","C","B","B",NA,"B","B","C","A","C",NA,"A","A","E","C",NA,"A",NA,"B","F","C","C","B"
"B","F","D","A","B","A","D","C","D","A","B","A",NA,"B",NA,"C","A","A","A","E",NA,"A","A","D",NA,"A","B",NA,"A","E","B","E",NA,"F","B","C","A"
"A","E","D","C","B","C","C","E","A","B","A","A","F","B","A","B","C","B","A",NA,NA,"F","A",NA,"D",NA,"B","A","A","E","B","B","E","A","B","D","B"
"B","F","D","A","B","A","D","D","F","C",NA,"A","F","B","A","B","C","A",NA,NA,NA,"C","B",NA,NA,NA,"B","F","D",NA,"A","C",NA,"D","B","F","B"
"B","F","D","C","B","C",NA,"D","A","C","B","A","E","B","A","B","B","B","A","B","B","B","A","D","A",NA,"B",NA,"A","F","B","E","E","F","A","A","A"
"A","A","C","C","C","C","C","D","B","B","B","C",NA,"B",NA,"C","B","B","A",NA,NA,"B","A",NA,"B",NA,"B","B","A",NA,"A","B",NA,"F","B","A","B"
"C","A","C","B","B","C","A","A","A","B","D","C","F","B","A","B","A","A","A","E",NA,"A","A","C",NA,NA,"B","D","C","B","A","E",NA,"D","C","A","B"
"B","F","D","A","C","B","E","D","A","B","E","B",NA,"A","A","B","A",NA,"A",NA,NA,"A","A",NA,"C","A","B","F","B","E","A",NA,NA,"C","C","B","B"
"B","E","D","B","B","C","C","C","B","B","D","B","F","B",NA,NA,"B","B","A","A","B","F","A","D",NA,NA,"A",NA,"A","F","A","B",NA,"C","C","A","B"
"A","A","B","B","B","A","E","E","A","C","A","C","E","B",NA,"B","C","B","B",NA,"B","F","A",NA,"C","A","B","B","A","F","B","B",NA,"D","C","D","B"
NA,"A","E","A","C","A","E","C","B","C","B","C","D","B",NA,"B","C",NA,"A",NA,"B","A","A","B",NA,"A","A","F","C","E","A",NA,"E","C","C","F","B"
"C","F","D","C","A","B","E","C","B","A",NA,"A","C","B","A","B","B","B","B",NA,"B","A","A","C","A","B","A",NA,"B","B","B","D","A","B","C","F","B"
"B","F","D","B","C","B",NA,"C","D","B",NA,"A","A","B",NA,"C","A","B",NA,"C","B","E","A","B","A","A","A",NA,"A","E","B","B","A","D","B","C","B"
