"WYwfp","vhQvJ","tLOHX","RgmKY","FAIJt","uEpzT","QGdLi","Yeylk","QCQtq","EfFHC","INUSU","HKwVn","hBMen","bjoNn","eVSpV","SYltm","Psrrk","aiiZa","wgriv","RcBhT","hgaQp","UtoEB","LmjIf","EaQAS","hkpyF","IOHMH","OMcWd","AJvLt","Lctit","xISFX","LmZyP","kJviW","kgMLV","HtoiS","osOKb","WtGYX","LzfyG","OeKSO","cFJIc","RqRVT","DYMQB","zgjGa","iAdij","cEpaJ","UIirr","gFyTi","pvPbb","PDaYY","UPHgP"
"A",NA,"A","B","B","C","D","E","A",NA,"C","C","B","D","D","B","A","E","F","B","B","A","C","A","F","B","F","C","A","A","B","D","A",NA,"D","C","C",NA,"D","D","E","E","A","A","A","A","D","F","A"
"B",NA,"A","C","B","A","B","F","B",NA,"A","A","A","F","B","A","C","A",NA,"D","C","B",NA,"A",NA,"E",NA,"C","C",NA,"A","B","B",NA,"F",NA,"C","F","D",NA,"B","D","C","A","D","A","D","A","C"
"A",NA,"A","A","B","A","A",NA,"A",NA,"C","C","C","C","D","A","D","A",NA,"D","C","A","C","A",NA,"E","D","B","A","C","B","E","C","C","C","F","D","F","D","A","B","A","A","E","D","B","D","E",NA
"A",NA,"A",NA,"B","A","D","F","B",NA,NA,"C",NA,"E","C","B","C","A",NA,"C","C","A","B","A",NA,"E",NA,"C","A",NA,"C","D","D","C","B",NA,NA,NA,"D",NA,NA,"B","A","D","D","A","D","B",NA
"B",NA,"A","B","B","B","D","F","A",NA,NA,NA,"B","D","A","B","A","E","D","A","F","A","C","A","D","B",NA,NA,"D",NA,"A","C","B","E","C","E",NA,"F","B","A","E","B","F","D","D","B",NA,"F","A"
NA,"C","A","D","B","A","E","F","B",NA,"B","C","A","E","D","B","A","E","E","A","A","B",NA,"A",NA,"C","C",NA,"D","D","E","F","C",NA,"D","C","B","C","B","D","A","E","E","C","D","B","D","F",NA
"B",NA,"B","A","B","A","D","D","D",NA,NA,"C","C","E","E","A","D","A","E","C","C","A",NA,"B",NA,"E","B",NA,"A",NA,"E","D","C",NA,NA,"C","C",NA,"A","A","A","A","A","D","D","A","C","E","A"
NA,"D","A","C","C","C","D",NA,"B",NA,"B",NA,NA,NA,"B","B","B","A","E","D","F","B","B","A","F","C",NA,"A","D",NA,"E","F","B","C","E","B","C",NA,"A","C",NA,"D","C","E","E","B",NA,"A","A"
"A","D","B","C","A","B","A","F","A","B","B","C","B","E","D","A","C","A","C","A","C","A","C","A","C","C","A","C","D",NA,"B","B","A","C","C","F","C","E","A","B","E","D","A","F","E","A","A","E",NA
"C","A","A",NA,"C","C","D","E","A",NA,"C",NA,"C",NA,NA,"A","A","A","B","D","B","B","C","A","D","B","C","C","B","A","B","B","B","A",NA,"A",NA,NA,"C","D",NA,"D","C","C","E","A","B","B","C"
"A","C","A","D","A","C","D",NA,"B",NA,NA,"C","B","A","A","B","C","A","C","B","D","B","A","B","D","B",NA,"B","B","B","B","F","C","C",NA,"F","B",NA,"B","B","A","A","C","D","A","B",NA,"B","A"
"C","C","A","C","A","A","B","E","B",NA,"A","C","A","E","D","B","B","A",NA,"D","C","A","A","A","A","A","B","B","B",NA,"F","B","C","E",NA,"B","C","D","A","A","B","D","C","C","E","B","C",NA,"A"
"A","B","B","B","B","A","D",NA,"A",NA,"A","C","C","E","D","A","A","A",NA,"B","C","A","C","B",NA,"A","F","A","C",NA,"D","F","A","C",NA,"E",NA,NA,"D","C","A","E","C","E","D","B","C","C","A"
"A",NA,"A","B","B","A","B","E","A",NA,"B","B","B","B",NA,"A","C","E","D","C","E","A","C","A",NA,"B","E","C","B","C","C","E","B","E","F","A","B","A","C",NA,NA,"A","C","F","D","B","D","D","C"
"A",NA,"A",NA,"B","A","C",NA,"A","A",NA,"C",NA,"A","C","A","A","E","E","D","B","A","B","B",NA,"C","D",NA,"A","C","D","C","D","E","F",NA,"B",NA,"A","D","A","E","C","D","D","B","B","B","C"
"C","C","A","A","B","B","D","B","A","C","C","C","B","D",NA,"B","A","E",NA,"B","A","A","C","B","B","C",NA,NA,"A",NA,"F","F","C",NA,"D","F",NA,NA,"A","D","E","D","E","E","D","B","D","F","C"
"A","A","A","C","A","C","A",NA,"B",NA,"A","C","A",NA,"A","A","B","B",NA,"A","C","B","D","B","B","D","C","B","C","C","C","D","C","E","F","D","C","A","B",NA,"B","A","C","C","B","A",NA,"A","C"
"A","B","A","A","A","A","D","A","B",NA,"C","A","A","B","E","B","C","A","F","A","A","B",NA,"A","A","D","C","B","A","D","F","F","B","A","C",NA,NA,NA,"D","D","E","C","A","B","D","B",NA,"A","A"
"B",NA,"A","A","B","A","B","E","B","B","C",NA,"C","E",NA,"B","D","B","A","B","C","B","D","A",NA,"F","C","A","B",NA,"D","D","A","C",NA,NA,"A","C","A","B","A","E","C","A","D","A",NA,NA,"C"
"C","A","A",NA,"C","A","A","F","A",NA,"A","C",NA,"A","E","A","D","D","E","D","F","A","B","A",NA,"C",NA,"A","B",NA,"C","A","B","C",NA,"D","C","E","A","C",NA,"E","E","F","D","B",NA,NA,"C"
"A",NA,"A","B","B","A","A",NA,"A","C","B","C","A","E","B","A","A","E",NA,"D","C","A","C","A",NA,"D","F","C","A",NA,"C","A","B","C","C",NA,"D","E","A",NA,"C","E","C","C","D","B","B","B","C"
"C",NA,"A","C","B","C","D","F","A","B","C","C","A","F",NA,"B","D","A","A","D","C","A",NA,"A","A","C","C","B","A","D","C","D","A",NA,"C","B",NA,NA,"B","D","E","D","A","A","D","B","B","A","A"
"B","D","B",NA,"B","C","A","C","A","B","B",NA,"B","E","C","B","A","A",NA,"D","C","A","B","A",NA,"F","E",NA,"B",NA,"F","F","D","C","B",NA,"D","F","A","A","B","A","C","E","D","A",NA,NA,"A"
"B",NA,"A","C","B","C","A",NA,"D",NA,"C",NA,"B",NA,NA,"A","A","E",NA,"D","C","B","C","A",NA,"A","C",NA,"C","B","F","B","A","A",NA,"F","B","E","A","D","C","B","C","B","D","A","A","D",NA
"A","D","A","B","A","C","D","A","A","C","C",NA,"A","C",NA,"A","B","E","B","C","C","A","C","B",NA,"F","B","A","A","B","E","C","C","C","B",NA,NA,NA,"D","A","A","E","A","F","D","B","C",NA,"A"
"C","C","A","D","B","C","D","C","B","C","B","C","B","B","E","A","B","E","A","D","D","A","D","B","A","A",NA,"B","C",NA,"B","D","B","C","E","C","C",NA,"E","B","E","A","C","F","D","B","C","A","A"
"B","A","A","C","C","C","A",NA,"D",NA,"C","A","B","D",NA,"A","D","C","E","D","F","B","A","A","F","E","D","B","C","B","B","E","D",NA,NA,"C","D","F","D","D","E","D","C","B","D","B","D",NA,"A"
"B",NA,"B","B","B","C","D","E","A","C","B","C","A","D","B","B","C","A","A","C","A","A","A","A","C","B",NA,NA,"C","D","C","E","C","C","B","D",NA,"F","A","B","A","D","E","D","D","B","C","F","A"
"B","C","A","B","B","A","A",NA,"A","A","C","E","A","E",NA,"A","D","B",NA,"D","C","B",NA,"A",NA,"E","D","C","D","D","C","F","C","A","A","A","A","F","B","A",NA,"A","C","D","D","B","D","B","A"
"C","C","A",NA,"A","C","A","F","B",NA,NA,NA,NA,"A",NA,"B","B","E","F","B","A","B","B","B","D","D","C","C","C","B","B","F","B",NA,"C","A","B","E","A","D","B","B","C","B","E","B","B",NA,"A"
"C","A","A","C","B","C","A",NA,"A","C",NA,NA,"A","E","B","B","C","E",NA,"B","C","A","D","A",NA,"C","A","B","B",NA,"C","D","D","A","A","B","C",NA,"E","A","A","B","C","D","D","A",NA,"E","A"
"B","C","A","C","A","A","D",NA,"A","C","A","A","A","A","E","A","B","E","A","C","C","A","A","A",NA,"E",NA,"C","D","A","C","E","A","C","D","C","C",NA,"A","C","E","D","B","B","A","A","D","B","C"
"B","C","A","A","A","A","D",NA,"A",NA,"A","E","A","B","A","A","B","A","E","D","F","A","D","A","C","D","A",NA,"B","D","D","D","C",NA,NA,"D",NA,"D","E",NA,"A","A","C","D","D","B",NA,"F","A"
NA,NA,"A",NA,"B","C","D",NA,"A",NA,NA,"B",NA,"D","E","B","D","B","E","B","A","B","B","B","C","C","A","C","D","D","E","F","C","C","E","A","B",NA,"A","B",NA,"E","C","D","E","B","C","F","A"
"A",NA,"A","D","B","B","A","B","D","C",NA,NA,"B","D",NA,"B","D","E",NA,"A","E","B","A","B","E","B",NA,NA,"A","D","B","D","A","C",NA,"D","D","F","A",NA,"A","E","C","D","D","B","B","F","C"
NA,NA,"A","C","B","A","D","F","A","A","C","C","C","A","A","B","D","E","A","D","B","A",NA,"A","F","F","D","A","C",NA,"A","D","D","A",NA,"F",NA,"C","E","A","B","E","C","E","D","A","B","B","A"
"C",NA,"A","D","A","A","B",NA,"D",NA,"C",NA,"C","B","D","A","B","A","B","C","C","A","A","A",NA,"F","B","A","B",NA,"E","C","C","C",NA,NA,NA,"F","B","A","A","E","C","E","D","B","A","C","A"
"B",NA,"A","D","B","B","A","A","A",NA,NA,"C","B","D","D","B","D","A","B","C","E","A","A","B","C","C","B","C","A","D","F","E","B","C","F","F","D","F","A",NA,"A","D","D","D","D","B","C",NA,"C"
"B","A","A","B","C","A","D","B","A",NA,"A","A","A","E","B","B","B","A","A","B","E","B","A","A","B","D","C","C","A","D","B","D","D","A","E","D",NA,NA,"E","A","C","A","D","E","C","B","C","E","A"
"B","A","A","B","C","C","B","E","D",NA,"B","C",NA,"A",NA,"B","B","B","A","D","E","B","A","A","B","C",NA,"B","D","D","D","E","D","C",NA,"D","B",NA,"A",NA,"A","D","C","C","D","B","A",NA,"A"
NA,"B","B","A","B","A","A","F","A","B","B","B",NA,NA,"B","A","A","E","E","D","C","B",NA,"A","F","E","D",NA,"A","D","E","F","C","C","E","F","A","E","A","B","E","E","A","F","D","B","B","B","A"
"A","A","A","B","A","C","A","E","D",NA,NA,"C","B","A","C","A","A","A",NA,"A","F","A","D","A","B","A","E","C","D","A","A","D","B","C","E","C","D","E","D","C","A","E","F","D","D","A","C","C","A"
"A","D","A","B","A","A","A","E","B","A","B","C","A","C","B","A","B","E","A","C","E","B","A","A","E","B","B","B","A",NA,"B","D","D","C","C","A","A","F","A","B",NA,"E","A","C","D","B","A",NA,"C"
"C","C","B",NA,"A","C","A","F","A","B",NA,"C","A","A","C","B","B","E","A","D","E","A",NA,"A","B","F","E","C","D","D","E","D","C","C",NA,NA,"A","F","A","B","A","E","C","D","E","B","B","B","A"
"B","B","A","C","C","A","B",NA,"D","C","B","B","B","B","C","B","D","E","C","D","B","B","D","B","F","A","B","A","D","C","B","F","D","E","A","A","A","E","A","D","B","A","D","C","E","B","D","A","A"
"A","D","A","B","A","C","D",NA,"B",NA,"C",NA,NA,"B",NA,"B","B","A","B","A","C","A","C","B","D","D","B","B","B",NA,"C","B","B",NA,"E","A","C",NA,"B","C","A","E","C","C","D","B",NA,"B",NA
"A","C","A","D","A","C","D",NA,"A","B","B",NA,NA,"A","C","A","B","A","E","D","F","A","B","A","D","F","D","B","B",NA,"A","E","B","A","B",NA,"C",NA,"D","C","E","E","C","B","E","B","A","B","A"
"C",NA,"A","C","B","B","D",NA,"A",NA,"B","A","B","F","B","B","B","C","E","D","C","A","D","A","F","A","D","B","A","D","C","B","D","C","B","F",NA,NA,"A","A","E","D","C","F","D","B","D","C",NA
"A","A","A","D","A","A","D",NA,"A",NA,"C","C","C","D","D","A","B","A","F","A","A","A","D","A","A","C","B","C","B","C","A","F","D",NA,"F","E",NA,"A","A",NA,"E","D","C","C","E","A",NA,NA,"A"
"B","B","A","C","A","A","C","F","A",NA,"A","A","A","B","D","B","B","A","A","D","C","A","D","B",NA,"A","C","B","C","A","B","D","A","A","C","F","B","F","D","D","B","E","A","F","D","A","B","A","A"
"A",NA,"A","C","B","B","A",NA,"D","A","B","C","A","D",NA,"A","D","E","A","C","C","A","D","B","F","E","F",NA,"D","C","C","C","D","C",NA,"B","D","A","C",NA,"A","E","C","D","D","B","C","B","A"
"B","A","A","C","C","C","B","F","A",NA,"C",NA,"B","E",NA,"A","A","E","A","B","A","A","D","A",NA,"A","C",NA,"A","A","A","B","C",NA,NA,"C","A","F","E",NA,"E","A","C","E","D","A",NA,"B","A"
"A","B","A","B","A","B","C",NA,"A",NA,NA,"C",NA,NA,"C","B","C","A","D","C","F","A","C","A","A","B","E","C","D","A","A","D","C",NA,NA,"A","A","E","D","D","A","A","C","D","D","A","B","F",NA
"B","C","A","D","B","C","A",NA,"B",NA,"A","C",NA,"A","E","A","D","E","E","B","E","A","D","A","C","B","D","C","D",NA,"D","A","A","A",NA,"D","C","F","C",NA,"B","D","A","A","A","A","C","D","A"
"C","A","A",NA,"A","A","C","D","B",NA,"B","C","C","C","A","B","C","E",NA,"D","C","A","B","A","B","B","C","C","B","D","A","C","D",NA,NA,"F","A",NA,"B","A",NA,"B","A","F","D","B","D",NA,NA
"C",NA,"A","C","A","A","A",NA,"A",NA,"B","E","A","D","C","B","A","B","C","D","F","A",NA,"A",NA,"C","C",NA,"D","C","E","C","D",NA,"E",NA,"C",NA,"A","A","E","E","A","F","D","B",NA,NA,"A"
NA,"A","A","C","C","B","D","F","A",NA,"B","C",NA,NA,"D","A","D","E","A","C","A","A","A","B","A","C",NA,"B","A","D","E","F","A",NA,NA,"A",NA,"F","B","D","A","D","C","F","E","B","B","B","A"
"B","D","B","C","C","C","D","D","A","B","A","B","B","B","E","A","B","A","C","D","D","A","A","B","C","E","A","A","A","A","A","C","C","C","F","B",NA,NA,"A","A","E","E","C","C","D","A","A","A",NA
"A",NA,"A",NA,"B","C","A","E","B","C","C","E",NA,NA,NA,"A","D","A","A","C","F","B",NA,"A",NA,"B",NA,"B","D","D","A","D","B",NA,"D",NA,"D",NA,"A","D","A","E","E","A","D","B","D","B","A"
"A","C","A",NA,"A","A","D","D","A","C","B",NA,"A","A","A","B","B","E","D","D","F","B","B","A","C","D",NA,"B","B","D","C","B","D","E","E","B","D",NA,"E","A","E","D","A","D","A","B","D","F","C"
"A","C","A","B","A","C","D","E","A",NA,"B","C","B","E","B","A","C","A","A","A","F","B",NA,"B","B","D","C","A","D",NA,"D","A","A","E",NA,"A",NA,NA,"A","D","A","B","B","E","D","B","D","B","C"
"B",NA,"B","A","B","C","D","F","D","B","B","D",NA,NA,"D","A","D","B","B","D","E","A","C","B","A","D","B","C","C",NA,"D","E","A","A","D","F","C",NA,"D","D","E","A","E","F","E","B","B","F","C"
"B",NA,"B","B","B","B","D","E","A","C","C",NA,NA,"A",NA,"B","A","E","E","C","A","A","A","A",NA,"A","D","C","A","A","F","F","B","A",NA,NA,"A",NA,"E",NA,"C","E","C","E","D","A",NA,"F","A"
"A",NA,"A",NA,"B","A","A","F","A",NA,"A","A","A","A","C","A","A","C","C","B","C","B","C","A","A","E",NA,NA,"D",NA,"B","F","B","A",NA,NA,"C","F","D","D","A","D","A","D","D","B","C","B","A"
"B","D","A","D","B","C","B",NA,"B","C",NA,"B","C","A","C","A","A","B","A","D","A","A","C","A","B","E","C","C","C","A","B","D","D","A",NA,NA,"B",NA,"D",NA,NA,"B","C","F","D","A",NA,"B","A"
"C","B","B",NA,"B","B","B","E","A","A",NA,"C","B","B","C","A","B","A",NA,"A","C","B","B","A","E","E",NA,"A","D","A","B","D","B","A","D",NA,"B","F","D","D","A","D","A","E","D","A","C","A","A"
"A","C","A","B","C","A","A","C","A",NA,"A","B",NA,"D",NA,"B","A","E","A","D","A","A","B","A","E","D",NA,NA,"D","D","A","B","B","C",NA,NA,"D",NA,"D","C","A","E","C","D","D","B",NA,NA,"A"
NA,"D","A","A","B","A","C","B","A",NA,"A","C","A",NA,"A","A","A","C","E","D","F","B",NA,"A","F","C","B",NA,"B","A","E","F","A","A","B","A","B","A","B","D","A","A","C","E","D","A","B","D","A"
"C","C","A",NA,"C","B","A",NA,"B",NA,"A","B","B","E","E","A","D","A","C","C","D","B","D","A","F","A","C","A","D","C","C","A","A",NA,"E","F","D","E","D","A","A","D","B","E","D","A","D","C","C"
"A","C","A","D","B","A","A",NA,"A",NA,NA,"C","A","A","C","B","C","B","E","D","F","A","C","B",NA,"C","D","C","A","D","F","F","A","A","D","B","A","D","A","D",NA,"D","C","D","D","B","A","B","C"
"A","A","A",NA,"A","C","D","E","A",NA,"C","B","B",NA,NA,"A","A","E","E","D","E","A","D","A","D","B","D",NA,"A","C","A","B","C",NA,"B","F",NA,NA,"A","A","C","B","F","F","D","B","B","E","A"
"B","B","B","D","C","A","D",NA,"A","B","A","A","A","D","C","B","C","E","B","B","F","A","C","A",NA,"B","B","C","B",NA,"D","F","C","A","A",NA,"B",NA,"D","D","A","D","C","E","A","B","B",NA,"A"
"A",NA,"A",NA,"B","C","A",NA,"A",NA,"C","A","B",NA,NA,"B","D","E","B","C","D","A",NA,"A","F","B",NA,"B","B",NA,"D","F","B","A",NA,"A",NA,"E","B","D",NA,"E","C","A","D","B",NA,"A","A"
NA,"B","A","B","C","A","A","D","B","C","A","C","B","E","B","A","B","C","D","D","E","A","A","A",NA,"B",NA,"B","C","B","D","F","A","C","A","A","B","B","A","C",NA,"A","B","D","D","B","B","C","A"
NA,"A","B",NA,"C","A","D","E","B",NA,"A",NA,"C","D","D","A","B","E",NA,"B","C","A","C","A","D","F","B","B","D","C","B","D","C","E","A",NA,"B",NA,"B","A","D","E","E","E","D","B",NA,"F","C"
"A",NA,"A","D","B","A","A","C","A",NA,"B","D","A","B","C","A","D","B","A","D","A","A",NA,"A","F","A",NA,"C","A","D","D","B","C","E",NA,NA,"A","E","A","A","A","E","C","D","D","A","C","A",NA
"A","D","A","A","C","B","D",NA,"B",NA,"B","E","B",NA,"B","A","A","C","E","B","C","B","C","B","A","A","D",NA,"D","A","A","F","B","A",NA,"A","C","E","B","A","A","B","C","D","D","A","C","E","A"
"B","D","A","B","B","A","A","F","A",NA,NA,"B","A",NA,"D","A","A","B","B","A","D","A","C","A",NA,"B","D",NA,"B",NA,"B","E","D","E","C","E","D","A","B","D","E","B","A","D","D","B","B","A","A"
"B",NA,"A","C","B","C","E","F","A","A",NA,"A","B","E",NA,"A","D","E","E","C","F","B","C","A","F","A","A","C","B",NA,"D","B","B",NA,"B","A","C","F","C","A","A","C","A","D","D","B","D","E","C"
NA,"D","A","C","A","A","A","A","D","A","C","C","A",NA,"D","A","A","E","A","C","C","B","A","A",NA,"C","E","C","A",NA,"E","B","D","E",NA,"E","C","F","B","D","C","A","C","C","D","A","D","D",NA
"B","D","A","D","C","B","D","B","A",NA,"A","C","B","A","D","A","D","A","F","A","A","A","D","B",NA,"D","E","C","C","B","B","F","C","E","D","B","C","F","E","A","A","D","E","E","D","B","D","B","A"
NA,"B","A",NA,"A","C","D",NA,"A",NA,"A",NA,"B",NA,"B","B","C","B","F","B","A","A","B","A","C","A",NA,"A","C","C","C","E","D","C","E","B",NA,"E","A","A",NA,"A","C","B","A","B","B",NA,"A"
NA,"D","A",NA,"A","C","E","F","A",NA,"A","C","B","C","B","A","B","A",NA,"C","E","B","A","A","D","C",NA,"B","A","D","A","D","C","C","B","D","D","E","E","A","B","A","F","A","A","A",NA,"A","A"
"A","D","A","A","A","A","A","F","A",NA,NA,"C","A","B",NA,"B","B","E","F","A","B","B","D","B",NA,"A",NA,"B","D",NA,"D","A","C",NA,"B","A","C","E","C","A","A","A","A","D","D","A","D","D","C"
"B","D","B","D","A","B","D",NA,"D","C","C","C","A","A",NA,"B","C","E","F","B","A","A","C","A","C","E","D","C","C",NA,"F","E","D",NA,"E","F",NA,"F","E","A","E","D","A","A","D","B","C","B","C"
"A","D","B","A","B","C","D",NA,"A","C","A","C","A",NA,"C","B","C","B",NA,"C","C","A","D","B","D","D",NA,"A","A","C","B","F","C","E","F",NA,"B","F","D",NA,"F","E","C","E","D","B","B","F",NA
NA,"B","A","B","C","C","D","A","A","B","C","B","A","B","A","B","C","A",NA,"D","C","B",NA,"B","B","F","C","C","D","D","D","B","D",NA,"B","F",NA,NA,"E","D","C","D","E","B","A","B","D","E","A"
"A","D","A","B","B","C","D","F","A",NA,"A",NA,"A","A","C","A","B","E","E","C","A","A","C","A","B","F","D","B","A","D","A","B","B","C",NA,"D",NA,"D","D","C","A","E","C","E","D","A","C","B",NA
"A","A","B","B","B","C","D",NA,"A",NA,"B","A","B","A","C","A","B","A",NA,"D","C","B",NA,"A","D","B",NA,"C","D","D","E","C","B",NA,NA,NA,NA,NA,"A","A","B","D","C","E","E","B","D","B","A"
"A","B","A","B","A","B","A","C","B","C","B","C",NA,"E","B","A","C","E",NA,"B","C","A","C","B","C","B",NA,"C","C",NA,"F","F","B","A","A","A","D","D","B","D","B","D","C","C","D","B","A","B","A"
"C","B","A","D","A","A","A","C","A","C","A","A","A","B","D","B","B","E","A","D","A","B","C","B",NA,"C","C","B","A","C","C","B","D","C","B","E","D","C","B","A","E","D","B","F","D","B","A","D",NA
"B","C","A","A","A","A","D","D","B",NA,NA,NA,"A","C","B","B","A","A","D","B","B","A","D","A",NA,"F","E","C","A","D","A","B","D","A","B",NA,"B",NA,"A","A","E","D","A","D","D","B","D","E",NA
"A","C","A","C","A","C","A","F","A",NA,"A","C",NA,NA,"D","A","C","E","B","C","D","B","B","A","F","A","B",NA,"A","A","A","D","B","E","E","E","C",NA,"A","C","A","E","A","A","E","A","D",NA,"A"
"B","C","B","D","B","A","B","C","A",NA,NA,"B",NA,"B","D","A","D","E","A","C","A","A","A","B",NA,"C","D","C","D","D","F","E","A",NA,"C","C","A","F","D","D","D","B","A","D","D","A","D","D","C"
"C","B","B",NA,"B","A","D",NA,"A",NA,NA,"C",NA,NA,"E","A","D","A","D","C","F","A","B","A",NA,"C",NA,"C","A","A","E","D","B","A","B","E",NA,NA,"A","A",NA,"A","A","D","D","B","B",NA,"A"
"C",NA,"B","C","A","A","D","F","A","C","A","C","B","D","B","A","B","E",NA,"C","C","A","C","A",NA,"B","C","C","C","C","B","C","B","A","E","A","B",NA,"A","D","E","D","E","C","E","B","B","F",NA
"C","C","A",NA,"B","C","D",NA,"B","A","C","C",NA,NA,"D","B","C","E","E","A","F","A","B","A","F","D","B","A","A","A","F","A","C",NA,"E","F","B",NA,"A",NA,NA,"E","C","E","D","A","B","B","C"
"A","C","A",NA,"A","A","A","F","A",NA,"C",NA,"C","D",NA,"B","B","A","E","D","F","B","D","B","D","B",NA,"B","B","C","F","E","D",NA,"E","F","D","C","B","A","A","A","B","D","D","B",NA,"F","C"
"A","D","A",NA,"C","C","D","A","A","C",NA,NA,"A","E",NA,"A","A","E",NA,"B","C","A",NA,"A","B","D","C","C","B",NA,"B","F","A","C","F",NA,NA,NA,"A",NA,"E","D","E","A","D","B","B","C","C"
"C",NA,"B","B","B","C","A","E","B","C",NA,NA,"A",NA,NA,"B","C","A","F","C","F","B","C","A","D","E",NA,NA,"D",NA,"F","D","D",NA,NA,"C","A","F","E","A","A","A","C","D","E","B",NA,"B","A"
"A","B","A","C","B","A","B","F","A",NA,NA,NA,"A",NA,NA,"A","B","B","B","D","C","B","D","A",NA,"C",NA,"B","D","D","A","D","C","C","B","B","B","C","E","A","E","D","A","B","D","B","B","C","A"
"A","D","A",NA,"B","C","D",NA,"D",NA,"A","A",NA,"A","C","A","A","E","A","B","C","A","B","A","C","A",NA,"A","B","A","E","D","A","C",NA,NA,"A","E","B","A","E","E","C","B","D","B","C",NA,"A"
"A",NA,"A","C","B","B","E","F","A",NA,NA,"C","A",NA,"B","A","D","E","A","B","A","B","A","A","B","C","E","C","C","D","B","B","A",NA,NA,"B","A","F","E","C",NA,"B","A","D","D","B","C","B",NA
"A","D","B","C","C","B","A","A","A","A","B","E",NA,"D","C","A","A","E",NA,"B","A","A","B","A","B","F","C",NA,"A","A","C","B","A","E","E",NA,NA,"C","D","D","B","E","D","B","D","A","C",NA,NA
"A","C","B","D","A","C","D","C","A",NA,"C",NA,"B","A","B","A","B","B","C","C","D","B",NA,"A","D","A","C",NA,"B","D","E","C","A",NA,"D","D","A",NA,"E","C","A","C","D","B","D","B",NA,"B","A"
"A","B","A","D","A","B","A","A","A","C","A","A",NA,"D","A","A","C","C","B","C","D","B","D","A","A","B","D",NA,"A","C","B","B","D","A","E","D","D","A","A","D","A","B","A","E","D","B","B","B",NA
"B",NA,"A","D","B","B","B","A","D","A",NA,"C","B","A",NA,"A","D","E","E","D","F","A","A","A","A","D","D","B","C","C","D","B","B",NA,"E","F","A","F","D","A","A","E","B","D","D","B","C","B",NA
"B","B","A","B","A","A","D","E","A","C","C",NA,"C",NA,NA,"A","B","B","B","D","E","A","D","A","D","E","B","C","A","B","D","B","B",NA,"A","A","A",NA,"C","B","E","B","B","F","D","B",NA,"C",NA
"C",NA,"A","D","B","B","D",NA,"A",NA,"B","C","B","A","A","A","A","A",NA,"A","C","A","D","A","F","B",NA,NA,"A","C","C","B","A","C","A","E",NA,NA,"B","B","A","E","C","D","D","B","B","B","A"
"B",NA,"A","B","B","A","A","E","A","C","A","C",NA,NA,"A","A","D","E",NA,"C","C","A","C","A",NA,"F",NA,NA,"A","C","B","F","B","E","D","C","D","A","C","D","F","E","B","E","E","B","B","B","A"
"B",NA,"A","B","B","B","B","B","B",NA,"C","C","B","A",NA,"A","D","A","B","C","B","B","A","A","A","B","F",NA,"C",NA,"B","B","A",NA,"C","F","C","F","E","D","A","D","A","D","A","B","B","B","A"
NA,"A","A",NA,"B","C","A","F","B","A",NA,"C","A","A",NA,"B","B","B","D","A","C","A","C","A","B","D","A","C","D","D","A","D","D","C",NA,NA,"D","F","D","B","E","A","F","B","D","A","A","B","A"
NA,"D","A","B","B","C","B",NA,"B",NA,"B","C","B",NA,"A","A","D","E","D","B","F","A","D","A","A","B","E","C","A","C","B","D","B","E","F","A","D","B","B","D","B","D","F","B","D","B","B","B","C"
"B","A","A",NA,"C","A","D","F","A",NA,NA,"C",NA,"E","A","A","B","C","A","C","C","B","B","A",NA,"A","C","A","A","B","C","A","C","C","E",NA,"D","F","B","A",NA,"B","B","D","D","B",NA,"F","A"
"C","A","A",NA,"B","A","D","E","A","C","A","C","A",NA,"A","A","B","E","A","B","A","A","B","A","C","B",NA,"B","B","C","E","A","A","A","F","D",NA,"A","B","D",NA,"A","D","E","A","B","C","F",NA
"C",NA,"A",NA,"B","C","D","D","A","A",NA,"C","B",NA,"C","A","A","E",NA,"D","C","A",NA,"B","D","C","C",NA,"D","A","C","B","C",NA,"A",NA,NA,"F","A","A",NA,"D","E","F","D","A",NA,"F","A"
"B","D","A","C","B","A","D",NA,"A","A","B","C","C","D","C","B","A","A","C","D","C","A","A","B",NA,"D","C",NA,"C",NA,"D","A","D","E",NA,"E","C",NA,"D","D","A","E","C","E","D","B","C","F","A"
